instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,season_name,weather_condition,casual_pct,registered_pct
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,2012,8,6,Monday,Fall,Mist/Cloudy,17.581634108084984,82.41836589191502
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,2012,8,7,Tuesday,Fall,Mist/Cloudy,17.5718410559604,82.4281589440396
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,2012,8,8,Wednesday,Fall,Mist/Cloudy,16.764003185558803,83.23599681444121
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,2012,8,9,Thursday,Fall,Clear/Partly Cloudy,16.41504254735108,83.58495745264891
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,2012,8,10,Friday,Fall,Mist/Cloudy,18.406498444521258,81.59350155547874
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,2012,8,11,Saturday,Fall,Mist/Cloudy,35.67232894110176,64.32767105889823
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,2012,8,12,Sunday,Fall,Clear/Partly Cloudy,33.343520782396084,66.65647921760392
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,2012,8,13,Monday,Fall,Clear/Partly Cloudy,17.535958157780037,82.46404184221996
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,2012,8,14,Tuesday,Fall,Clear/Partly Cloudy,16.62735849056604,83.37264150943396
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,2012,8,15,Wednesday,Fall,Clear/Partly Cloudy,16.305975227984213,83.69402477201578
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,2012,8,16,Thursday,Fall,Clear/Partly Cloudy,17.59368836291913,82.40631163708086
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,2012,8,17,Friday,Fall,Clear/Partly Cloudy,20.747062115277,79.252937884723
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,2012,8,18,Saturday,Fall,Clear/Partly Cloudy,35.94405594405594,64.05594405594405
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,2012,8,19,Sunday,Fall,Mist/Cloudy,26.555286876236533,73.44471312376346
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,2012,8,20,Monday,Fall,Mist/Cloudy,15.712098009188361,84.28790199081165
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,2012,8,21,Tuesday,Fall,Clear/Partly Cloudy,15.429631744219241,84.57036825578076
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,2012,8,22,Wednesday,Fall,Clear/Partly Cloudy,14.833898305084745,85.16610169491526
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,2012,8,23,Thursday,Fall,Clear/Partly Cloudy,17.553122987765615,82.44687701223438
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,2012,8,24,Friday,Fall,Mist/Cloudy,17.475600105513056,82.52439989448695
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,2012,8,25,Saturday,Fall,Mist/Cloudy,30.216421609119443,69.78357839088055
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,2012,8,26,Sunday,Fall,Mist/Cloudy,28.220742150333017,71.77925784966699
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,2012,8,27,Monday,Fall,Clear/Partly Cloudy,14.298106115367935,85.70189388463206
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,2012,8,28,Tuesday,Fall,Clear/Partly Cloudy,13.28125,86.71875
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,2012,8,29,Wednesday,Fall,Clear/Partly Cloudy,15.291672080031182,84.70832791996882
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,2012,8,30,Thursday,Fall,Clear/Partly Cloudy,15.195125113444833,84.80487488655517
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,2012,8,31,Friday,Fall,Clear/Partly Cloudy,19.49659863945578,80.50340136054422
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,2012,9,1,Saturday,Fall,Mist/Cloudy,38.306188925081436,61.69381107491857
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,2012,9,2,Sunday,Fall,Mist/Cloudy,44.97418244406196,55.02581755593804
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,2012,9,3,Monday,Fall,Clear/Partly Cloudy,32.56546237984753,67.43453762015247
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,2012,9,4,Tuesday,Fall,Clear/Partly Cloudy,12.63111888111888,87.36888111888112
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,2012,9,5,Wednesday,Fall,Clear/Partly Cloudy,11.698537682789652,88.30146231721034
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,2012,9,6,Thursday,Fall,Mist/Cloudy,9.85007254554248,90.14992745445753
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,2012,9,7,Friday,Fall,Clear/Partly Cloudy,13.92590618336887,86.07409381663112
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,2012,9,8,Saturday,Fall,Mist/Cloudy,26.054216867469883,73.94578313253012
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,2012,9,9,Sunday,Fall,Clear/Partly Cloudy,31.238604594627446,68.76139540537255
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,2012,9,10,Monday,Fall,Clear/Partly Cloudy,14.857142857142858,85.14285714285714
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,2012,9,11,Tuesday,Fall,Clear/Partly Cloudy,13.776232779709025,86.22376722029097
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,2012,9,12,Wednesday,Fall,Clear/Partly Cloudy,13.341804320203304,86.6581956797967
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,2012,9,13,Thursday,Fall,Clear/Partly Cloudy,13.505894413121478,86.49410558687852
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,2012,9,14,Friday,Fall,Clear/Partly Cloudy,17.21812960419528,82.78187039580473
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,2012,9,15,Saturday,Fall,Clear/Partly Cloudy,36.26348404865733,63.73651595134267
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,2012,9,16,Sunday,Fall,Clear/Partly Cloudy,29.537706259375422,70.46229374062457
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,2012,9,17,Monday,Fall,Mist/Cloudy,14.878439365264231,85.12156063473577
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,2012,9,18,Tuesday,Fall,Mist/Cloudy,9.108765038055488,90.8912349619445
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,2012,9,19,Wednesday,Fall,Clear/Partly Cloudy,10.380714003425108,89.61928599657489
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,2012,9,20,Thursday,Fall,Clear/Partly Cloudy,12.16321243523316,87.83678756476684
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,2012,9,21,Friday,Fall,Clear/Partly Cloudy,15.305497734786336,84.69450226521367
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,2012,9,22,Saturday,Fall,Clear/Partly Cloudy,29.922572960095295,70.0774270399047
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,2012,9,23,Sunday,Winter,Clear/Partly Cloudy,31.035791071202734,68.96420892879726
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,2012,9,24,Monday,Winter,Clear/Partly Cloudy,13.461538461538462,86.53846153846155
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,2012,9,25,Tuesday,Winter,Clear/Partly Cloudy,11.209869992040328,88.79013000795966
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,2012,9,26,Wednesday,Winter,Clear/Partly Cloudy,10.177162808741755,89.82283719125824
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,2012,9,27,Thursday,Winter,Mist/Cloudy,10.158257811443256,89.84174218855674
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,2012,9,28,Friday,Winter,Mist/Cloudy,14.093054619015511,85.9069453809845
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,2012,9,29,Saturday,Winter,Clear/Partly Cloudy,30.26300409117475,69.73699590882525
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,2012,9,30,Sunday,Winter,Clear/Partly Cloudy,29.24952823341559,70.75047176658441
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,2012,10,1,Monday,Winter,Mist/Cloudy,11.257007966951903,88.7429920330481
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,2012,10,2,Tuesday,Winter,Light Precipitation,6.790256520801898,93.20974347919811
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,2012,10,3,Wednesday,Winter,Mist/Cloudy,9.614368726888536,90.38563127311147
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,2012,10,4,Thursday,Winter,Mist/Cloudy,12.158842794759824,87.84115720524017
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,2012,10,5,Friday,Winter,Clear/Partly Cloudy,18.587542913192742,81.41245708680725
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,2012,10,6,Saturday,Winter,Clear/Partly Cloudy,38.05398618957941,61.94601381042059
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,2012,10,7,Sunday,Winter,Mist/Cloudy,22.25071225071225,77.74928774928776
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,2012,10,8,Monday,Winter,Mist/Cloudy,15.954728002920774,84.04527199707923
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,2012,10,9,Tuesday,Winter,Mist/Cloudy,9.402377972465583,90.59762202753441
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,2012,10,10,Wednesday,Winter,Clear/Partly Cloudy,10.141724093095826,89.85827590690417
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,2012,10,11,Thursday,Winter,Clear/Partly Cloudy,11.017173051519155,88.98282694848085
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,2012,10,12,Friday,Winter,Clear/Partly Cloudy,14.55644053831365,85.44355946168635
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,2012,10,13,Saturday,Winter,Clear/Partly Cloudy,31.67815445210297,68.32184554789703
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,2012,10,14,Sunday,Winter,Clear/Partly Cloudy,31.330019581262235,68.66998041873777
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,2012,10,15,Monday,Winter,Mist/Cloudy,12.936170212765957,87.06382978723404
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,2012,10,16,Tuesday,Winter,Clear/Partly Cloudy,12.237855057074595,87.7621449429254
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,2012,10,17,Wednesday,Winter,Clear/Partly Cloudy,13.121565473797078,86.87843452620292
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,2012,10,18,Thursday,Winter,Mist/Cloudy,13.423891330403514,86.57610866959648
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,2012,10,19,Friday,Winter,Mist/Cloudy,13.882743362831858,86.11725663716814
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,2012,10,20,Saturday,Winter,Clear/Partly Cloudy,34.684796044499386,65.31520395550062
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,2012,10,21,Sunday,Winter,Clear/Partly Cloudy,31.242672919109026,68.75732708089097
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,2012,10,22,Monday,Winter,Clear/Partly Cloudy,11.759705298951545,88.24029470104846
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,2012,10,23,Tuesday,Winter,Clear/Partly Cloudy,11.264398607018483,88.73560139298151
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,2012,10,24,Wednesday,Winter,Clear/Partly Cloudy,10.334069933705967,89.66593006629402
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,2012,10,25,Thursday,Winter,Mist/Cloudy,11.890202473162114,88.10979752683788
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,2012,10,26,Friday,Winter,Mist/Cloudy,15.878559914024718,84.12144008597528
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,2012,10,27,Saturday,Winter,Mist/Cloudy,33.6602139582272,66.3397860417728
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,2012,10,28,Sunday,Winter,Mist/Cloudy,22.38169993272034,77.61830006727965
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,2012,10,29,Monday,Winter,Light Precipitation,9.090909090909092,90.9090909090909
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,2012,10,30,Tuesday,Winter,Mist/Cloudy,7.937956204379562,92.06204379562044
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,2012,10,31,Wednesday,Winter,Mist/Cloudy,7.527847646424722,92.47215235357528
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,2012,11,1,Thursday,Winter,Mist/Cloudy,7.784831272970264,92.21516872702973
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,2012,11,2,Friday,Winter,Clear/Partly Cloudy,10.569522832221653,89.43047716777835
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,2012,11,3,Saturday,Winter,Mist/Cloudy,20.02724795640327,79.97275204359673
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,2012,11,4,Sunday,Winter,Clear/Partly Cloudy,23.516741727041314,76.4832582729587
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,2012,11,5,Monday,Winter,Clear/Partly Cloudy,7.187678265830005,92.81232173416998
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,2012,11,6,Tuesday,Winter,Clear/Partly Cloudy,8.195568061906437,91.80443193809357
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,2012,11,7,Wednesday,Winter,Mist/Cloudy,6.4746772591857,93.5253227408143
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,2012,11,8,Thursday,Winter,Clear/Partly Cloudy,6.3969896519285045,93.60301034807149
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,2012,11,9,Friday,Winter,Clear/Partly Cloudy,11.832443257676903,88.1675567423231
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,2012,11,10,Saturday,Winter,Clear/Partly Cloudy,31.976744186046513,68.02325581395348
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,2012,11,11,Sunday,Winter,Clear/Partly Cloudy,33.42089900758903,66.57910099241097
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,2012,11,12,Monday,Winter,Clear/Partly Cloudy,17.49880363694369,82.50119636305631
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,2012,11,13,Tuesday,Winter,Mist/Cloudy,7.987298485588666,92.01270151441133
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,2012,11,14,Wednesday,Winter,Clear/Partly Cloudy,6.787989080982712,93.21201091901729
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,2012,11,15,Thursday,Winter,Mist/Cloudy,5.876951331496786,94.12304866850322
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,2012,11,16,Friday,Winter,Clear/Partly Cloudy,8.494208494208493,91.5057915057915
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,2012,11,17,Saturday,Winter,Clear/Partly Cloudy,23.325635103926096,76.6743648960739
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,2012,11,18,Sunday,Winter,Clear/Partly Cloudy,19.747269222531592,80.2527307774684
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,2012,11,19,Monday,Winter,Mist/Cloudy,8.165120931078377,91.83487906892162
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,2012,11,20,Tuesday,Winter,Mist/Cloudy,9.478168264110757,90.52183173588925
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,2012,11,21,Wednesday,Winter,Clear/Partly Cloudy,11.951029926156238,88.04897007384376
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,2012,11,22,Thursday,Winter,Clear/Partly Cloudy,39.381443298969074,60.618556701030926
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,2012,11,23,Friday,Winter,Clear/Partly Cloudy,40.99744245524297,59.002557544757025
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,2012,11,24,Saturday,Winter,Clear/Partly Cloudy,23.364075537988583,76.63592446201142
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,2012,11,25,Sunday,Winter,Clear/Partly Cloudy,12.747524752475247,87.25247524752476
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,2012,11,26,Monday,Winter,Clear/Partly Cloudy,6.62472970316493,93.37527029683507
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,2012,11,27,Tuesday,Winter,Mist/Cloudy,3.1068451629199294,96.89315483708008
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,2012,11,28,Wednesday,Winter,Clear/Partly Cloudy,3.76425855513308,96.23574144486692
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,2012,11,29,Thursday,Winter,Clear/Partly Cloudy,4.565094871313169,95.43490512868684
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,2012,11,30,Friday,Winter,Clear/Partly Cloudy,6.386732533521525,93.61326746647848
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,2012,12,1,Saturday,Winter,Mist/Cloudy,18.32016952417646,81.67983047582355
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,2012,12,2,Sunday,Winter,Mist/Cloudy,19.186921918692192,80.81307808130781
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,2012,12,3,Monday,Winter,Clear/Partly Cloudy,8.902791145332051,91.09720885466795
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,2012,12,4,Tuesday,Winter,Clear/Partly Cloudy,8.34090221011202,91.65909778988798
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,2012,12,5,Wednesday,Winter,Clear/Partly Cloudy,5.777622621748996,94.222377378251
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,2012,12,6,Thursday,Winter,Clear/Partly Cloudy,6.325581395348837,93.67441860465117
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,2012,12,7,Friday,Winter,Mist/Cloudy,6.968849840255591,93.03115015974441
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,2012,12,8,Saturday,Winter,Mist/Cloudy,20.655678968111786,79.34432103188821
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,2012,12,9,Sunday,Winter,Mist/Cloudy,13.661710037174721,86.33828996282527
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,2012,12,10,Monday,Winter,Mist/Cloudy,6.363636363636363,93.63636363636364
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,2012,12,11,Tuesday,Winter,Mist/Cloudy,5.126340665333576,94.87365933466643
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,2012,12,12,Wednesday,Winter,Mist/Cloudy,5.828163188569279,94.17183681143072
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,2012,12,13,Thursday,Winter,Clear/Partly Cloudy,7.682574114244396,92.3174258857556
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,2012,12,14,Friday,Winter,Clear/Partly Cloudy,7.645695954375334,92.35430404562467
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,2012,12,15,Saturday,Winter,Clear/Partly Cloudy,15.197146819893007,84.802853180107
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,2012,12,16,Sunday,Winter,Mist/Cloudy,14.210248283148442,85.78975171685155
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,2012,12,17,Monday,Winter,Mist/Cloudy,4.623773173391494,95.3762268266085
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,2012,12,18,Tuesday,Winter,Clear/Partly Cloudy,7.791974086737448,92.20802591326255
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,2012,12,19,Wednesday,Winter,Clear/Partly Cloudy,6.322384659198785,93.67761534080121
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,2012,12,20,Thursday,Winter,Mist/Cloudy,7.6065891472868215,92.39341085271317
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,2012,12,21,Friday,Spring,Mist/Cloudy,6.099917195694176,93.90008280430582
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,2012,12,22,Saturday,Spring,Clear/Partly Cloudy,11.720983419096626,88.27901658090337
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,2012,12,23,Sunday,Spring,Clear/Partly Cloudy,22.831561275881366,77.16843872411864
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,2012,12,24,Monday,Spring,Mist/Cloudy,18.913043478260867,81.08695652173913
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,2012,12,25,Tuesday,Spring,Mist/Cloudy,43.43534057255676,56.564659427443246
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,2012,12,26,Wednesday,Spring,Light Precipitation,2.0408163265306123,97.95918367346938
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,2012,12,27,Thursday,Spring,Mist/Cloudy,11.684011352885525,88.31598864711448
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,2012,12,28,Friday,Spring,Mist/Cloudy,20.807754442649433,79.19224555735056
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,2012,12,29,Saturday,Spring,Mist/Cloudy,11.856823266219239,88.14317673378076
